__mclCluster,EnrichmentMap::Colouring (Dataset 1),EnrichmentMap::ES (Dataset 1),EnrichmentMap::fdr_qvalue (Dataset 1),EnrichmentMap::fwer_qvalue (Dataset 1),EnrichmentMap::Genes,EnrichmentMap::GS_DESCR,EnrichmentMap::gs_size,EnrichmentMap::GS_Type,EnrichmentMap::Name,EnrichmentMap::NES (Dataset 1),EnrichmentMap::pvalue (Dataset 1),name,selected,shared name
2,1,0.3417,0.0446,0.916,AP3B2|AP3D1|AP3M1|AP3M2|AP3S1|AP3S2|NETO1|ARHGAP21|IFT46|ARMCX3|BICD1|BICD2|IFT140|BICDL1|IFT172|BLOC1S1|IFT27|BLOC1S2|IFT52|KIF4A|BLOC1S3|IFT80|BLOC1S4|BLOC1S5|APP|BLOC1S6|BORCS5|BORCS6|BORCS7|BORCS8|CDC42|CDR2L|KIF17|CLN3|COPG1|COPG2|OFD1|DCTN1|CAMSAP3|DTNBP1|DYNC1H1|DYNC1I1|IFT74|KATNIP|TTC21B|RPGR|WDPCP|WDR35|FBXW11|FEZ1|FYCO1|HAP1|HDAC6|HIF1A|TMEM108|HNRNPU|HSBP1|DNAH1|HTT|KIF13A|KIF1A|KIF1B|KIF1C|KIF3A|KIF3B|KIF5A|KIF5B|KIF5C|KIFAP3|KIFBP|KXD1|LAMP1|CFAP53|ODAD4|LRPPRC|MAP1B|MAP1S|CEP131|MAP2|MAPT|MECP2|TRAF3IP1|MGARP|TUB|JHY|MREG|RSPH4A|NDE1|NDEL1|NEFH|DST|NEFL|MAP1A|NHERF1|SSX2IP|OPA1|PAFAH1B1|DPCD|PCM1|LCA5|PEX14|ARL8B|PRKCZ|APBA1|RAB1A|RAB6A|RABGEF1|HSPA8|IFT70A|RASGRP1|IFT70B|RHOT1|RHOT2|NPHP3|DYNC1I2|SPG7|TTLL1|SNAPIN|DNAAF11|DNAAF2|SPG11|DNAAF4|DNAH5|CILK1|GAS8|NME5|LCA5L|ODAD3|STK11|SPEF2|SUN1|SUN2|SYBU|SYNE2|IFT56|CFAP45|IFT20|IFT88|HSPB1|FLOT2|NEK10|IFT25|TMEM201|TMEM230|IFT57|TRAK1|MAK|TRAK2|INTU|TRIM46|IFT43|TRIM58|SOD1|STAU2|TUBA1A|UBB|ARL8A|CLIP3|RAB27B|UCHL1|KIF27|DYNLL1|UXT|MAPK8IP3|ADCY10|RFX3|IFT22|CFAP43|RABL2B|BAG3|TTC21A|FUZ|SSNA1|RAB21|AQP4|DNAH9|CFAP54|STK36|SPAG16|SPAST|IFT81|DLG2|PURA|CCDC103|CCDC39|CCDC40|CLUAP1|IFT122|WDR19|CABYR|BBS12|SPA17|STAU1|ACTR10|ARL3|AGTPBP1|DYNC2H1|DYNC2I1|TERF2|DYNC2I2|DYNC2LI1|AP3B1|DYNLT2B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MICROTUBULE_BASED_TRANSPORT,203,ENR,GOBP_MICROTUBULE_BASED_TRANSPORT,1.8896,0,GOBP_MICROTUBULE_BASED_TRANSPORT,FALSE,GOBP_MICROTUBULE_BASED_TRANSPORT
1,1,0.6102,9.00E-04,0.001,RCC2|ABRAXAS1|CDT1|KIF2C|SEH1L|CENPE|SGO1|SKA1|KNL1|SKA2|KNTC1|SKA3|AURKC|KNSTRN|BECN1|MAD1L1|SIRT2|SPAG5|APC|BOD1|MAPRE1|CDC42|SPC24|SPC25|AURKB|CENPC|MIS12|CHAMP1|BIRC5|NDC80|TEX14|NEK2|NUF2|BUB3|NSL1|DSN1|CCNB1|ECT2|EML4|PMF1|ZNF207|RACGAP1|ZW10|CDCA8|ZWILCH|CDK1|ABRAXAS2|HNRNPU|RMDN1|INCENP|RB1|KAT2B|KAT5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,53,ENR,GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,2.6367,0,GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE,FALSE,GOBP_ATTACHMENT_OF_SPINDLE_MICROTUBULES_TO_KINETOCHORE
1,0.9916,0.5913,0.038,0.846,VPS4A|VPS4B|MITD1|CHMP2A|CHMP4B|CHMP4C|CEP55|CHMP7|CHMP1A|CHMP1B|PDCD6IP|CHMP2B|CHMP3|CHMP4A|CHMP5|CHMP6|KIF20A,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MIDBODY_ABSCISSION,17,ENR,GOBP_MIDBODY_ABSCISSION,1.9245,0.0084,GOBP_MIDBODY_ABSCISSION,FALSE,GOBP_MIDBODY_ABSCISSION
1,1,0.4381,0.0626,0.98,GIPC1|KIF14|KIF3B|NUP62|AURKC|DRD2|ECT2|IGF1R|KIF20B|KIF23|RAB11FIP3|ARF6|EXOC7|CSPP1|POLDIP2|CIT|RHOA|CENPV|PKP4|CDC14A|CUL3|MAP10|CDC14B|PKN2|SPAST|CDC42|CDC25B|AURKB|CDC6|WNK1|RACGAP1|RAB11A|CDCA8|PRKCE|BIRC5|SVIL|INCENP|CHMP3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS,38,ENR,GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS,1.8196,0,GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS,FALSE,GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS
2,1,0.3808,0.0273,0.631,BEST1|NDUFS2|C1QTNF5|ARL6|PDXK|CEP290|CEP78|TLCD3B|BBS2|TTLL5|BBS5|BBS7|IFT172|IFT27|PARK7|GPR179|ANOS1|LZTFL1|NBAS|ABCA4|SYNJ1|POLG|CEP19|CNGA3|DUSP6|HS6ST1|IL17RD|MFSD8|OFD1|RTN4IP1|SCAPER|SCLT1|SDCCAG8|DNM1L|HESX1|NMNAT1|GNB3|FGFR1|IFT74|IMPG2|TTC8|UCHL1|PROM1|SEMA3A|RPGR|WDPCP|TK2|SPRY4|CNNM4|LRIT3|WDR11|CYP4V2|AFG3L2|ALDH3A2|MKS1|CDHR1|CRX|CFAP410|HGSNAT|NPHP1|ATF6|CHD7|PDE6B|ADAM9|TIMM8A|MECR|ELOVL4|RLBP1|TMEM126A|LRRK2|RPE65|TRIM32|PRPH2|SLC24A1|SPATA7|DRAM2|DCC|MKKS|RAB28|DNAJC6|CABP4|RIMS1|VPS13C|MORC2|FLRT3|HTRA2|PITPNM3|SOX10|MTRFR|MTTP|FGF14|GUCA1A|OPA1|OPA3|AIPL1|LCA5|BBIP1|BBS1|PINK1|BBS10|PODXL|BBS12|BBS4|BBS9|PRKN|UNC119|CFAP418|MCAT|MFN2|POC1B|SEMA4A|ACO2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_COLOR_VISION_DEFECT,112,ENR,HP_COLOR_VISION_DEFECT,1.9923,0,HP_COLOR_VISION_DEFECT,FALSE,HP_COLOR_VISION_DEFECT
1,1,0.4395,0.0502,0.957,RFWD3|RNASEH2B|RPA2|PCID2|CCAR2|KNL1|TPR|ETAA1|LCMT1|ANAPC15|CCNB1|TTI1|TTI2|MAD1L1|MAD2L1|FBXO4|MAD2L1BP|MAP3K20|CRY1|FEM1B|PPP1R10|GEN1|CUL4A|WDR76|PROX1|XRCC3|AURKB|BABAM2|BARD1|CDCA8|ZWINT|BIRC5|NDC80|RAD51|BRCA1|INCENP|BRCA2|BRCC3|CDK5RAP2|DUSP1|DYNC1LI1|TELO2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,42,ENR,GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,1.8573,0,GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT,FALSE,GOBP_REGULATION_OF_CELL_CYCLE_CHECKPOINT
,1,0.3846,0.0521,0.964,KDM8|RRP8|UHRF1|ATRX|KMT2E|MTF2|BPTF|ING2|ING5|ZCWPW1|MORC3|PYGO1|CBX3|CBX5|CHD8|L3MBTL3|SUZ12|CBX4|FMR1|L3MBTL1|SETD5|L3MBTL2|SPIN2A|SPIN2B|KDM4C|SPIN3|KDM5A|ZCWPW2|KDM7A|CBX8|PHF1|TAF1|PHF19|DPF2|GLYR1|PWP1|ING3|NCAPD3|MBTD1|CBX1|NCAPG2|CBX6|MPHOSPH8|TDRD3|CXXC1|TP53BP1|PHF20L1|FAM156A|PHF13|ING1|PHF8|SPIN4|SPIN1|CBX2|THAP7|CHD1|MORC4|ZMYND11|ZMYND8|PWWP2A|SGF29|WDR5|LRWD1|CDYL|CDYL2|ZZEF1|ZZZ3|MSL3|JMJD7|HDGFL2|KDM4A|TAF7|TRIM24|TTLL12|ING4|CHD5|PHF2|MSH6,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_METHYLATION_DEPENDENT_PROTEIN_BINDING,78,ENR,GOMF_METHYLATION_DEPENDENT_PROTEIN_BINDING,1.8479,0,GOMF_METHYLATION_DEPENDENT_PROTEIN_BINDING,FALSE,GOMF_METHYLATION_DEPENDENT_PROTEIN_BINDING
,-1,-0.6577,0.0433,0.898,TTN|EXT2|FGFR3|HGD|NFIX|NIPA1|CHST3|TPM2|COL2A1|DYSF|GPC6|ZMPSTE24|MATN3|TNNT1|TRPV4|EXT1|LMNA|ERI1|KY|PIEZO2|PTH1R|DST,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_LIMITED_HIP_MOVEMENT,22,ENR,HP_LIMITED_HIP_MOVEMENT,-1.8318,0,HP_LIMITED_HIP_MOVEMENT,FALSE,HP_LIMITED_HIP_MOVEMENT
2,1,0.4348,0.0767,0.998,KCNF1|CLUAP1|SUFU|FANK1|CLCN4|KCNJ10|PRKACB|ENKD1|TULP3|IFT52|NEK8|CILK1|SPACA9|CPLANE2|PRKACA|PRKAR1A|DZIP1|CEP126|NPHP4|GLI1|PRKAR1B|TRAF3IP1|CFAP418|IFT56|MOK|IFT20|IFT88|GLI3|CIBAR1|DISC1|RAB8A|PRKAR2A|PRKAR2B|CFAP36|NPHP3|DYNC2I1|GLI2|IFT57|MAGI2|DYNLT2B,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_CILIARY_BASE,40,ENR,GOCC_CILIARY_BASE,1.7724,0,GOCC_CILIARY_BASE,FALSE,GOCC_CILIARY_BASE
,0.985,0.5596,0.0635,0.985,XIAP|GABARAP|PRKN|UBE2N|SPSB4|MARCHF7|NOD2|UBE2V2|DDX3X|RIPK2|NMI|UBE2V1|FBXO4|BIRC2|SKP2|UBE2D1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,16,ENR,GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,1.8146,0.015,GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION,FALSE,GOBP_POSITIVE_REGULATION_OF_PROTEIN_POLYUBIQUITINATION
4,1,0.4658,0.0422,0.885,EIF2AK4|EIF4G1|MTOR|SLBP|RPL13A|EIF4A1|METTL3|DHX29|EIF2B3|MIF4GD|DENR|SH3BGRL|YTHDF2|EIF2B2|EIF2B4|EIF2B5|EIF3B|EIF2D|EIF3C|EIF2S2|EIF3D|EIF2S3|EIF3E|MCTS1|EIF2S3B|EIF3H|MCTS2|EIF3A|EIF3K|NCBP1|EIF3CL|EIF4A2|NCBP2|EIF3F|EIF3G|NCK1|EIF3I|EIF3J|EIF3L|EIF3M|IMPACT|EIF5|EIF2B1|RBM4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,44,ENR,GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,1.9048,0,GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION,FALSE,GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION
3,1,0.5062,0.0057,0.101,RBM47|WTAP|RBM8A|KHDRBS1|DDX5|RBM25|HNRNPL|PTBP1|SMU1|RBM7|CELF2|NOVA2|CELF3|MAGOH|CELF5|CELF6|RBFOX2|RBPMS|DDX17|NOVA1|ZBTB7A|KHDRBS3|SAP18|FMR1|RBPMS2|YTHDC1|RBM20|REST|RNPS1|SRSF2|HNRNPA1|SRSF12|CELF1|NSRP1|SRSF6|HNRNPU|PUF60|RBMX|TRA2B|ARB2A|RBM15|RBM15B|RBM24|RBM5|THRAP3|TIA1|RBM4,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,47,ENR,GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,2.2018,0,GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,FALSE,GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME
1,1,0.3856,0.0317,0.705,ABRAXAS1|GOLGA2|PTPA|HSPA1A|HSPA1B|AURKC|KIF11|KIF15|KIF23|MAD2L1|KIF2A|KIF4A|KIF4B|KIFC2|SPICE1|SPRY1|LSM14A|SPRY2|CLTC|MAP10|MAP9|AURKA|SUN2|AURKB|CENPA|PCNT|RAE1|BIRC5|CHMP1A|NDC80|CHMP1B|MYBL2|CHMP2B|MZT1|CHMP3|NEK6|PRICKLE1|CHMP4A|CHMP5|CHMP6|FAM110A|NUF2|OFD1|GNAI1|DCTN1|STMN1|DCTN2|RANGRF|DYNC1H1|DYNLT1|CCNB1|PKD1|PRC1|EML3|ENKD1|PLK1|UBXN2B|PLK2|PLK3|INTS13|POLDIP2|RHOA|FBXW11|SETD2|CDC20|SMC1A|SMC3|STAG1|STAG2|GJA1|TNKS|GPSM1|GPSM2|HDAC3|RAB11A|CDCA8|CDK1|CKAP5|HNRNPU|HTT|CDK5RAP2|FSD1|CENPH|KAT5|RCC1|TPX2|TUBG1|TUBG2|CENPE|KIF3B|CENPJ|UHRF1|CHEK2|SBDS|CHMP2A|KIFC1|CHMP4B|WRAP73|CHMP4C|CHMP7|KPNB1|CLASP1|SASS6|CLASP2|MAP1S|MAP4|CEP126|MAPRE1|SPAST|SPC25|FLNA|MCPH1|SPDL1|STIL|VCP|DLGAP5|EML1|TACC1|TACC3|TBCE|EFHC1|NDE1|PARP3|NDEL1|NEK2|AAAS|NSFL1C|NUDC|NUMA1|NUP62|TPR|WDR62|ARHGEF10|ESPL1|NUSAP1|PAFAH1B1|BCCIP|PAX6|TTK|BORA|PDCD6IP|PIBF1|CCDC61|FGF10|CCSAP|VPS4B|CEP192|PSRC1|CEP97|ZNF207|RACGAP1|RAN|ZW10|TACC2|ABRAXAS2|DRG1|RMDN1|INCENP|SAPCD2|ANKFN1|ANKRD53|DCTN6|ITGB1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,163,ENR,GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,1.9693,0,GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS,FALSE,GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS
1,1,0.3902,0.0189,0.435,GOLGA2|DCDC1|KLHL22|SKA1|NSMCE1|SKA3|CTTN|KIF11|KIF18B|HAUS1|KIF20B|MAD1L1|HAUS2|KIF23|MAD2L1|HAUS3|HAUS4|HAUS5|SPAG5|HAUS6|KIFC2|HAUS7|HAUS8|IQCB1|RMDN2|LSM14A|CLTC|KAT2A|PKP4|MAP10|MAP9|CDC42|AURKA|AURKB|CEP295|PHLPP2|NIN|TAF1D|WNK1|TUBB6|RAE1|RANGAP1|CD180|MAK|DCTN1|TUBB1|DYNLT3|ECT2|MBIP|PRC1|EML3|PKD2|EML4|PLK1|HSF1|DIAPH1|KAT14|DYNLL1|POLDIP2|TFDP2|CDC14A|CDC14B|SGF29|CDC16|SMC1A|NCOR1|SMC3|CDC27|STAG1|GEM|STAG2|ZZZ3|HNF4G|TNKS|CDC6|CDC7|GPSM2|MAPK1|AGBL5|HDAC3|CDK1|HNRNPU|CNTRL|IKBKG|TUBB|CDK5RAP2|NGRN|KAT2B|KAT5|FAM161A|KIF18A|RCC2|TPX2|NEIL2|TUBB4B|TUBG1|KIF22|CCDC117|CENPE|WAPL|KIFC1|CKAP2|KNSTRN|CLASP1|CLASP2|LIMK2|NUDCD2|SIRT2|TUBB2A|ATAT1|CUL3|MAP1S|NEDD9|MAP4|MAPRE1|KATNBL1|YPEL5|EML2|DLGAP5|TPPP|EML1|TACC3|TADA2A|TADA3|TBCK|EFHC1|TBL1X|TBL1XR1|TRAPPC14|RMDN3|DCDC2|MAPKBP1|RTRAF|TUBB4A|AAAS|GIT1|NUDC|NUMA1|NUP62|TPR|WDR62|CAPG|ESPL1|NUSAP1|ASPM|FAM83D|BCCIP|RPS3|DR1|SMC6|YEATS2|KATNA1|CCSAP|TMEM9|TUBB2B|TUBB3|WDR5|PYCR3|ARHGEF7|HECW2|SPOUT1|RACGAP1|CKAP2L|FLCN|IK|RMDN1|MAPRE3|EPB41,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOCC_MITOTIC_SPINDLE,168,ENR,GOCC_MITOTIC_SPINDLE,2.0493,0,GOCC_MITOTIC_SPINDLE,FALSE,GOCC_MITOTIC_SPINDLE
,0.9943,0.4477,0.068,0.994,UBE2I|UBE2A|UBE2B|UBE2C|UBE2E2|UBE2L3|BIRC6|UBE2D1|UBE2S|UBE2D2|UBE2D4|UBE2E1|UBE2E3|ATG10|UBE2F|UBE2G1|UBE2G2|UBE2H|UBE2J1|UBE2K|UBE2L6|ATG3|UBE2M|UBE2N|UBE2O|UFC1|UBE2Q1|UBE2Q2|UBE2QL1|CDC34|UBE2R2|UBE2T|UBE2W|UBE2Z|TAF1|UBE2D3|UBE2J2,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY,37,ENR,GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY,1.8001,0.0057,GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY,FALSE,GOMF_UBIQUITIN_LIKE_PROTEIN_CONJUGATING_ENZYME_ACTIVITY
,1,0.3227,0.092,1,ABCB1|ABRAXAS1|KCNH5|KDM8|KHDRBS1|KIF14|AKAP8|AKAP8L|LATS1|LCMT1|MACROH2A1|APP|MASTL|MBTPS1|MBTPS2|ARPP19|MELK|ATAD5|ATF5|MIIP|ATM|ATR|MRE11|AURKA|MRNIP|AURKB|AVEN|MTA3|BABAM1|BABAM2|BARD1|NABP1|NABP2|NAE1|NBN|NDC80|BLM|NEK10|BRCA1|BRCC3|NES|BRD4|NOP53|BRSK1|BRSK2|NPM1|ORC1|PABIR1|CALM1|CALM2|CALM3|PAXIP1|PBX1|CCDC57|CCNA2|CCNB1|CCNB2|CCND1|PKIA|PKMYT1|PLCB1|PLK1|CCNG1|PLK3|PPM1D|PPME1|CCNQ|CCNY|CDC14B|CDC25A|CDC25B|CDC25C|CDC6|CDC7|RAB11A|CDK1|RAD17|RAD21|CDK14|RAD50|CDK2|RAD51B|CDK3|RAD51C|CDK4|CDK5RAP3|CDK6|RBBP8|CDKN1A|RCC2|RINT1|CENPF|RNASEH2B|CHEK1|CHEK2|CHFR|CHMP4C|RRM1|RRM2B|CLSPN|SIN3A|SKP2|CTC1|SMARCD3|DBF4B|STOX1|SYF2|DNM2|DONSON|TAF2|TAOK1|TAOK2|DTL|TAOK3|DYRK3|TICRR|TOPBP1|ENSA|TP53|TPD52L1|ETAA1|TRIM39|FBXL15|FBXL7|UBE2A|FBXO5|UIMC1|FHL1|USP22|FOXM1|FOXN3|FOXO4|USP47|FZR1|VPS4A|VPS4B|WEE1|WNT10B|ZFYVE19|HSPA2|ZNF830|HUS1|IER3|ING4|INIP|INTS3,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,146,ENR,GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,1.7381,0,GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION,FALSE,GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION
4,1,0.6338,0.0323,0.723,EIF3B|EIF3C|EIF3D|EIF3E|EIF3H|EIF3A|EIF3K|EIF3CL|EIF3F|EIF3G|EIF3I|EIF3J|EIF3L|EIF3M|EIF5,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,15,ENR,GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,1.9645,0,GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX,FALSE,GOBP_FORMATION_OF_CYTOPLASMIC_TRANSLATION_INITIATION_COMPLEX
2,1,0.4064,0.0661,0.99,B9D2|KIF1A|MAP2K1|CBY1|CC2D2A|NPHP1|SUFU|NRAS|CEP104|CEP290|CEP41|PDE6D|CPLANE1|SC5D|CSPP1|LIG4|CUL4B|CEP120|RPGRIP1L|DHCR7|INPP5E|PLK4|MCOLN1|OFD1|HRAS|TCTN1|TCTN2|TCTN3|HYLS1|MAP2K2|IFT74|KATNIP|KIAA0586|KIAA0753|TWIST1|PIBF1|TMEM138|TMEM216|KIF7|KRAS|TMEM218|TMEM231|TMEM237|MEIS2|TMEM67|XRCC4|TOGARAM1|BRAF|CD96|ZNHIT3|TOPORS|FAM149B1|PTEN|TUBGCP4|TUBGCP6|AHI1|ZNF423|HNRNPU|ARL13B|ARL3|MKS1|ARMC9|ANKRD11|B9D1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/HP_BIPARIETAL_NARROWING,64,ENR,HP_BIPARIETAL_NARROWING,1.8076,0,HP_BIPARIETAL_NARROWING,FALSE,HP_BIPARIETAL_NARROWING
16,1,0.4174,0.0394,0.86,ELP2|ZNF326|ELP4|RUVBL1|PCF11|TBP|NOP58|AGO1|AGO2|PCIF1|CTDP1|AR|POLR2M|SMYD3|GTF2E2|UVSSA|TAF1|BRD4|ERCC1|ERCC5|RTRAF|CTR9|GTF2F1|PAF1|FBL|RECQL5|TP53|CCAR2|SMYD2|URI1|SCAF8|GTF2B|RUVBL2|DHX9|DRAP1|GTF2A1|RPRD1A|GTF2A2|RPRD1B|RPRD2|WDR43|NCOA3|WAC|TCF4|ELOF1|SCAF1|ESRRB|ZNHIT6|CDC73|SCAF4|SUPT4H1|AHR|TAF7|HNRNPU|LEO1|ERCC4|FOXF2|LLPH|EDF1,https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/GOMF_BASAL_TRANSCRIPTION_MACHINERY_BINDING,59,ENR,GOMF_BASAL_TRANSCRIPTION_MACHINERY_BINDING,1.9184,0,GOMF_BASAL_TRANSCRIPTION_MACHINERY_BINDING,FALSE,GOMF_BASAL_TRANSCRIPTION_MACHINERY_BINDING
